"index,Date,High,Low,Open,Close,Volume,Adj Close,Stock"
"0,2015-01-01 00:00:00,30.0,26.157499313354492,27.84749984741211,29.290000915527344,5221053600.0,26.484514236450195,Apple"
"1,2015-02-01 00:00:00,33.400001525878906,29.020000457763672,29.512500762939453,32.1150016784668,4546140800.0,29.038928985595703,Apple"
"2,2015-03-01 00:00:00,32.56999969482422,30.407499313354492,32.3125,31.107500076293945,4554568400.0,28.23893165588379,Apple"
"3,2015-04-01 00:00:00,33.6349983215332,30.774999618530273,31.204999923706055,31.287500381469727,3984542000.0,28.402339935302734,Apple"
"4,2015-05-01 00:00:00,33.24250030517578,30.84000015258789,31.524999618530273,32.56999969482422,3816608400.0,29.566577911376953,Apple"
"5,2015-06-01 00:00:00,32.84749984741211,31.1200008392334,32.56999969482422,31.357500076293945,3514426800.0,28.584789276123047,Apple"
"6,2015-07-01 00:00:00,33.24250030517578,29.80500030517578,31.725000381469727,30.325000762939453,4233122400.0,27.643583297729492,Apple"
"7,2015-08-01 00:00:00,30.642499923706055,23.0,30.375,28.190000534057617,6427276400.0,25.697362899780273,Apple"
"8,2015-09-01 00:00:00,29.22249984741211,26.84000015258789,27.537500381469727,27.575000762939453,4826189200.0,25.250526428222656,Apple"
"9,2015-10-01 00:00:00,30.30500030517578,26.827499389648438,27.267499923706055,29.875,4450048400.0,27.356645584106445,Apple"
"10,2015-11-01 00:00:00,30.954999923706055,27.75,30.200000762939453,29.575000762939453,3002562400.0,27.08193016052246,Apple"
"11,2015-12-01 00:00:00,29.96500015258789,26.204999923706055,29.6875,26.315000534057617,3687660800.0,24.19989013671875,Apple"
"12,2016-01-01 00:00:00,26.462499618530273,23.09749984741211,25.65250015258789,24.334999084472656,5087392000.0,22.379024505615234,Apple"
"13,2016-02-01 00:00:00,24.72249984741211,23.147499084472656,24.11750030517578,24.172500610351562,3243450400.0,22.229595184326172,Apple"
"14,2016-03-01 00:00:00,27.604999542236328,24.354999542236328,24.412500381469727,27.247499465942383,2984198400.0,25.19339942932129,Apple"
"15,2016-04-01 00:00:00,28.09749984741211,23.127500534057617,27.19499969482422,23.434999465942383,3489534800.0,21.668312072753906,Apple"
"16,2016-05-01 00:00:00,25.1825008392334,22.36750030517578,23.49250030517578,24.96500015258789,3602686000.0,23.082965850830078,Apple"
"17,2016-06-01 00:00:00,25.47249984741211,22.875,24.7549991607666,23.899999618530273,3117990800.0,22.232803344726562,Apple"
"18,2016-07-01 00:00:00,26.137500762939453,23.592500686645508,23.872499465942383,26.052499771118164,2743118400.0,24.23515510559082,Apple"
"19,2016-08-01 00:00:00,27.5575008392334,26.0,26.102500915527344,26.524999618530273,2520514000.0,24.67469024658203,Apple"
"20,2016-09-01 00:00:00,29.045000076293945,25.63249969482422,26.53499984741211,28.262500762939453,3872062400.0,26.433420181274414,Apple"
"21,2016-10-01 00:00:00,29.672500610351562,28.06999969482422,28.177499771118164,28.385000228881836,2747657200.0,26.54798126220703,Apple"
"22,2016-11-01 00:00:00,28.4424991607666,26.020000457763672,28.364999771118164,27.6299991607666,2886220000.0,25.841842651367188,Apple"
"23,2016-12-01 00:00:00,29.5049991607666,27.0625,27.592500686645508,28.954999923706055,2435086800.0,27.22013282775879,Apple"
"24,2017-01-01 00:00:00,30.610000610351562,28.690000534057617,28.950000762939453,30.337499618530273,2252488000.0,28.519800186157227,Apple"
"25,2017-02-01 00:00:00,34.369998931884766,31.752500534057617,31.75749969482422,34.247501373291016,2299874400.0,32.19552230834961,Apple"
"26,2017-03-01 00:00:00,36.125,34.26250076293945,34.47249984741211,35.915000915527344,2246513600.0,33.90949630737305,Apple"
"27,2017-04-01 00:00:00,36.3650016784668,35.01499938964844,35.9275016784668,35.912498474121094,1493216400.0,33.90715026855469,Apple"
"28,2017-05-01 00:00:00,39.162498474121094,36.067501068115234,36.275001525878906,38.189998626708984,2615927200.0,36.05746841430664,Apple"
"29,2017-06-01 00:00:00,38.994998931884766,35.54999923706055,38.29249954223633,36.005001068115234,2736712400.0,34.134796142578125,Apple"
"30,2017-07-01 00:00:00,38.497501373291016,35.602500915527344,36.220001220703125,37.182498931884766,1688047600.0,35.251129150390625,Apple"
"31,2017-08-01 00:00:00,41.130001068115234,37.102500915527344,37.275001525878906,41.0,2644276000.0,38.87034606933594,Apple"
"32,2017-09-01 00:00:00,41.23500061035156,37.290000915527344,41.20000076293945,38.529998779296875,2721496400.0,36.672088623046875,Apple"
"33,2017-10-01 00:00:00,42.412498474121094,38.1150016784668,38.564998626708984,42.2599983215332,2017165200.0,40.222232818603516,Apple"
"34,2017-11-01 00:00:00,44.060001373291016,41.31999969482422,42.467498779296875,42.962501525878906,2402653600.0,40.890846252441406,Apple"
