"index,Date,High,Low,Open,Close,Volume,Adj Close,Stock"
"0,2015-01-01 00:00:00,47.90999984741211,40.349998474121094,46.65999984741211,40.400001525878906,918966800.0,35.5174674987793,Microsoft"
"1,2015-02-01 00:00:00,44.29999923706055,40.22999954223633,40.59000015258789,43.849998474121094,656509700.0,38.5505256652832,Microsoft"
"2,2015-03-01 00:00:00,44.189998626708984,40.540000915527344,43.66999816894531,40.65999984741211,824335300.0,36.00044250488281,Microsoft"
"3,2015-04-01 00:00:00,49.540000915527344,40.119998931884766,40.599998474121094,48.63999938964844,874535300.0,43.065940856933594,Microsoft"
"4,2015-05-01 00:00:00,48.90999984741211,46.02000045776367,48.58000183105469,46.86000061035156,633072800.0,41.489933013916016,Microsoft"
"5,2015-06-01 00:00:00,47.77000045776367,43.939998626708984,47.060001373291016,44.150001525878906,664853400.0,39.34454345703125,Microsoft"
"6,2015-07-01 00:00:00,47.400001525878906,43.31999969482422,44.459999084472656,46.70000076293945,725458100.0,41.61698913574219,Microsoft"
"7,2015-08-01 00:00:00,48.40999984741211,39.720001220703125,46.97999954223633,43.52000045776367,776480300.0,38.78310775756836,Microsoft"
"8,2015-09-01 00:00:00,45.0,41.65999984741211,42.16999816894531,44.2599983215332,673079900.0,39.70266342163086,Microsoft"
"9,2015-10-01 00:00:00,54.369998931884766,43.75,44.75,52.63999938964844,856716800.0,47.21979904174805,Microsoft"
"10,2015-11-01 00:00:00,54.97999954223633,52.529998779296875,52.849998474121094,54.349998474121094,662626600.0,48.753726959228516,Microsoft"
"11,2015-12-01 00:00:00,56.849998474121094,53.68000030517578,54.40999984741211,55.47999954223633,792820900.0,50.102821350097656,Microsoft"
"12,2016-01-01 00:00:00,55.38999938964844,49.099998474121094,54.31999969482422,55.09000015258789,927914700.0,49.75062561035156,Microsoft"
"13,2016-02-01 00:00:00,55.09000015258789,48.189998626708984,54.880001068115234,50.880001068115234,814770900.0,45.94865798950195,Microsoft"
"14,2016-03-01 00:00:00,55.63999938964844,50.58000183105469,50.970001220703125,55.22999954223633,641110900.0,50.23515319824219,Microsoft"
"15,2016-04-01 00:00:00,56.77000045776367,49.349998474121094,55.04999923706055,49.869998931884766,699025700.0,45.35990524291992,Microsoft"
"16,2016-05-01 00:00:00,53.0,49.459999084472656,50.0,53.0,530704800.0,48.20683670043945,Microsoft"
"17,2016-06-01 00:00:00,52.95000076293945,48.040000915527344,52.439998626708984,51.16999816894531,823627000.0,46.86786651611328,Microsoft"
"18,2016-07-01 00:00:00,57.290000915527344,50.38999938964844,51.130001068115234,56.68000030517578,647587800.0,51.91462326049805,Microsoft"
"19,2016-08-01 00:00:00,58.70000076293945,56.13999938964844,56.599998474121094,57.459999084472656,467078900.0,52.6290397644043,Microsoft"
"20,2016-09-01 00:00:00,58.189998626708984,55.61000061035156,57.0099983215332,57.599998474121094,526427800.0,53.086082458496094,Microsoft"
"21,2016-10-01 00:00:00,61.369998931884766,56.31999969482422,57.40999984741211,59.91999816894531,614841800.0,55.224273681640625,Microsoft"
"22,2016-11-01 00:00:00,61.40999984741211,57.279998779296875,59.970001220703125,60.2599983215332,613056800.0,55.537635803222656,Microsoft"
"23,2016-12-01 00:00:00,64.0999984741211,58.79999923706055,60.11000061035156,62.13999938964844,513579700.0,57.65719223022461,Microsoft"
"24,2017-01-01 00:00:00,65.91000366210938,61.95000076293945,62.790000915527344,64.6500015258789,493453500.0,59.986114501953125,Microsoft"
"25,2017-02-01 00:00:00,65.23999786376953,62.75,64.36000061035156,63.97999954223633,440744000.0,59.36445617675781,Microsoft"
"26,2017-03-01 00:00:00,66.19000244140625,63.619998931884766,64.12999725341797,65.86000061035156,489169700.0,61.47929763793945,Microsoft"
"27,2017-04-01 00:00:00,69.13999938964844,64.8499984741211,65.80999755859375,68.45999908447266,433191200.0,63.9063720703125,Microsoft"
"28,2017-05-01 00:00:00,70.73999786376953,67.13999938964844,68.68000030517578,69.83999633789062,517218500.0,65.19457244873047,Microsoft"
"29,2017-06-01 00:00:00,72.88999938964844,68.08999633789062,70.23999786376953,68.93000030517578,629716800.0,64.71394348144531,Microsoft"
"30,2017-07-01 00:00:00,74.41999816894531,68.0199966430664,69.33000183105469,72.69999694824219,469851200.0,68.25333404541016,Microsoft"
"31,2017-08-01 00:00:00,74.95999908447266,71.27999877929688,73.0999984741211,74.7699966430664,444070500.0,70.19671630859375,Microsoft"
"32,2017-09-01 00:00:00,75.97000122070312,72.91999816894531,74.70999908447266,74.48999786376953,375983900.0,70.30644226074219,Microsoft"
"33,2017-10-01 00:00:00,86.19999694824219,73.70999908447266,74.70999908447266,83.18000030517578,449950000.0,78.50839233398438,Microsoft"
"34,2017-11-01 00:00:00,85.05999755859375,82.23999786376953,83.68000030517578,84.16999816894531,421926000.0,79.44278717041016,Microsoft"
"35,2017-12-01 00:00:00,87.5,80.69999694824219,83.5999984741211,85.54000091552734,466203300.0,81.14131164550781,Microsoft"
"36,2018-01-01 00:00:00,95.44999694824219,85.5,86.12999725341797,95.01000213623047,574258400.0,90.12434387207031,Microsoft"
"37,2018-02-01 00:00:00,96.06999969482422,83.83000183105469,94.79000091552734,93.7699966430664,725663300.0,88.9481201171875,Microsoft"
"38,2018-03-01 00:00:00,97.23999786376953,87.08000183105469,93.98999786376953,91.2699966430664,750754800.0,86.98335266113281,Microsoft"
"39,2018-04-01 00:00:00,97.9000015258789,87.51000213623047,90.47000122070312,93.5199966430664,668130700.0,89.12767791748047,Microsoft"
"40,2018-05-01 00:00:00,99.98999786376953,92.44999694824219,93.20999908447266,98.83999633789062,509417900.0,94.19782257080078,Microsoft"
"41,2018-06-01 00:00:00,102.69000244140625,97.26000213623047,99.27999877929688,98.61000061035156,602585200.0,94.3859634399414,Microsoft"
"42,2018-07-01 00:00:00,111.1500015258789,98.0,98.0999984741211,106.08000183105469,569352300.0,101.53598022460938,Microsoft"
"43,2018-08-01 00:00:00,112.77999877929688,104.83999633789062,106.02999877929688,112.33000183105469,456628100.0,107.51825714111328,Microsoft"
"44,2018-09-01 00:00:00,115.29000091552734,107.2300033569336,110.8499984741211,114.37000274658203,480255500.0,109.89214324951172,Microsoft"
"45,2018-10-01 00:00:00,116.18000030517578,100.11000061035156,114.75,106.80999755859375,927548000.0,102.62812805175781,Microsoft"
"46,2018-11-01 00:00:00,112.23999786376953,99.3499984741211,107.05000305175781,110.88999938964844,720228600.0,106.54840087890625,Microsoft"
"47,2018-12-01 00:00:00,113.41999816894531,93.95999908447266,113.0,101.56999969482422,944314600.0,98.014892578125,Microsoft"
"48,2019-01-01 00:00:00,107.9000015258789,97.19999694824219,99.55000305175781,104.43000030517578,714212800.0,100.7748031616211,Microsoft"
"49,2019-02-01 00:00:00,113.23999786376953,102.3499984741211,103.77999877929688,112.02999877929688,469095900.0,108.10880279541016,Microsoft"
"50,2019-03-01 00:00:00,120.81999969482422,108.80000305175781,112.88999938964844,117.94000244140625,589095800.0,114.2979965209961,Microsoft"
"51,2019-04-01 00:00:00,131.3699951171875,118.0999984741211,118.94999694824219,130.60000610351562,433157700.0,126.56706237792969,Microsoft"
"52,2019-05-01 00:00:00,130.64999389648438,123.04000091552734,130.52999877929688,123.68000030517578,547218800.0,119.86074829101562,Microsoft"
"53,2019-06-01 00:00:00,138.39999389648438,119.01000213623047,123.8499984741211,133.9600067138672,508324300.0,130.30386352539062,Microsoft"
"54,2019-07-01 00:00:00,141.67999267578125,134.6699981689453,136.6300048828125,136.27000427246094,484079900.0,132.55081176757812,Microsoft"
"55,2019-08-01 00:00:00,140.94000244140625,130.77999877929688,137.0,137.86000061035156,584482000.0,134.09739685058594,Microsoft"
"56,2019-09-01 00:00:00,142.3699951171875,134.50999450683594,136.61000061035156,139.02999877929688,472544800.0,135.68580627441406,Microsoft"
"57,2019-10-01 00:00:00,145.6699981689453,133.22000122070312,139.66000366210938,143.3699951171875,549523400.0,139.9214324951172,Microsoft"
"58,2019-11-01 00:00:00,152.5,142.97000122070312,144.25999450683594,151.3800048828125,392371800.0,147.73875427246094,Microsoft"
"59,2019-12-01 00:00:00,159.5500030517578,146.64999389648438,151.80999755859375,157.6999969482422,450303300.0,154.43043518066406,Microsoft"
"60,2020-01-01 00:00:00,174.0500030517578,156.50999450683594,158.77999877929688,170.22999572753906,558530000.0,166.70065307617188,Microsoft"
